scientific_name	assembly_id	gcf	assembly_category	assembly_bio_sample_accession	assembly_name	contig_n50	scaffold_n50	last_updated	taxon_id	taxon_rank	assembly_id_no_version	version	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	qv_score	assigned_percent	assembly_span	ungapped_span	contig_l50	scaffold_l50	contig_count	scaffold_count	chromosome_count	sequence_count	gc_percent	n_percent	source_accession	bioproject	assembly_level	sample_sex	refseq_category	submitter	gene_count	protein_count	busco_completeness	busco_lineage	busco_string	project	assembly_bio_project_accession	assembly_sequencing_tech	pacbio	nanopore	taxonomic_group
Microcebus murinus	GCA_040939475.1	NA	alt	SAMN40455320	Inina_MMUR_h2	26442096	NA	2024-07-29	30608	species	GCA_040939475	1	NA	NA	NA	NA	Microcebus murinus	Microcebus	Cheirogaleidae	Primates	Mammalia	NA	NA	2336857792	2336857792	25	NA	726	NA	NA	726	41.5	NA	NA	PRJNA1082315;PRJNA1090504	Contig	NA	NA	University of Washington	NA	NA	NA	NA	NA	Other	PRJNA1082315	Pacbio Sequel 2	true	false	mammal
Brosme brosme	GCA_040955175.1	NA	pri	SAMN40462367	fBroBro1_a1.1	322731	NA	2024-07-30	81638	species	GCA_040955175	1	[""Gadus brosme""]	NA	NA	NA	Brosme brosme	Brosme	Lotidae	Gadiformes	Actinopteri	NA	NA	750926069	750926069	551	NA	4925	NA	NA	4925	44.5	NA	NA	PRJNA1084035;PRJNA1116563;PRJNA533106;PRJNA813333	Contig	not provided	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1116563	PacBio Sequel II	true	false	bony fish
Brosme brosme	GCA_040955155.1	NA	alt	SAMN40462367	fBroBro1_p1.1	157414	NA	2024-08-01	81638	species	GCA_040955155	1	[""Gadus brosme""]	NA	NA	NA	Brosme brosme	Brosme	Lotidae	Gadiformes	Actinopteri	NA	NA	548452899	548452899	898	NA	6798	NA	NA	6798	45	NA	NA	PRJNA1084035;PRJNA1116562;PRJNA533106;PRJNA813333	Contig	not provided	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1116562	PacBio Sequel II	true	false	bony fish
Cyprinella venusta	GCA_038021265.1	NA	pri	SAMN40647018	fCypVen1.hap1	1527672	35356608	2024-04-08	28792	species	GCA_038021265	1	NA	NA	NA	NA	Cyprinella venusta	Cyprinella	Leuciscidae	Cypriniformes	Actinopteri	NA	97.29	918162819	918031619	148	11	1382	673	25	673	38.5	NA	NA	PRJNA1093101;PRJNA1095481;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1093101	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bony fish
Cyprinella venusta	GCA_038024135.1	NA	alt	SAMN40647018	fCypVen1.hap2	1550857	35217774	2024-04-08	28792	species	GCA_038024135	1	NA	NA	NA	NA	Cyprinella venusta	Cyprinella	Leuciscidae	Cypriniformes	Actinopteri	NA	97.9	928701130	928566630	160	11	1132	412	25	412	39	NA	NA	PRJNA1093102;PRJNA1095481;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1093102	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bony fish
Sarcoramphus papa	GCA_037962945.1	NA	pri	SAMN40647026	bSarPap1.hap1	40899883	96420541	2024-04-04	43583	species	GCA_037962945	1	[""Vultur papa""]	NA	NA	NA	Sarcoramphus papa	Sarcoramphus	Cathartidae	Accipitriformes	Aves	NA	95.63	1543931415	1543900615	10	5	277	123	41	123	44	NA	NA	PRJNA1093106;PRJNA1094962;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1093106	PacBio Revio HiFi; Arima Hi-C v2	true	false	bird
Sarcoramphus papa	GCA_037950955.1	NA	alt	SAMN40647026	bSarPap1.hap2	30635722	87061668	2024-04-04	43583	species	GCA_037950955	1	[""Vultur papa""]	NA	NA	NA	Sarcoramphus papa	Sarcoramphus	Cathartidae	Accipitriformes	Aves	NA	88.4	1469241744	1469216144	11	5	268	140	39	140	44.5	NA	NA	PRJNA1093107;PRJNA1094962;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1093107	PacBio Revio HiFi; Arima Hi-C v2	true	false	bird
Sorex ornatus	GCA_041430695.1	NA	pri	SAMN40725982	mSorOrn1.0.p	15899521	115205878	2024-08-22	126318	species	GCA_041430695	1	NA	NA	NA	NA	Sorex ornatus	Sorex	Soricidae	Eulipotyphla	Mammalia	NA	NA	2814766708	2814730808	45	10	982	623	NA	623	43	NA	NA	PRJNA1101970;PRJNA533106;PRJNA720569;PRJNA765863;PRJNA777223	Scaffold	female	representative genome	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA1101970	PacBio Sequel; Illumina NovaSeq; Dovetail OmniC	true	false	mammal
Sorex ornatus	GCA_041430635.1	NA	alt	SAMN40725982	mSorOrn1.0.a	19322863	113643214	2024-08-22	126318	species	GCA_041430635	1	NA	NA	NA	NA	Sorex ornatus	Sorex	Soricidae	Eulipotyphla	Mammalia	NA	NA	2788702286	2788669686	43	10	676	350	NA	350	43	NA	NA	PRJNA1101969;PRJNA533106;PRJNA720569;PRJNA765863;PRJNA777223	Scaffold	female	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA1101969	PacBio Sequel; Illumina NovaSeq; Dovetail OmniC	true	false	mammal
Osmerus mordax	GCA_038355195.1	GCF_038355195.1	pri	SAMN40867348	fOsmMor3.pri	607895	18699972	2024-04-17	8014	species	GCA_038355195	1	[""Atherina mordax""]	NA	NA	NA	Osmerus mordax	Osmerus	Osmeridae	Osmeriformes	Actinopteri	NA	98.34	497673479	497309279	157	12	2272	365	28	365	45.5	NA	NA	PRJNA1098708;PRJNA1099254;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1098708	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2; Illumina NovaSeq	true	false	bony fish
Osmerus mordax	GCA_038355625.1	NA	alt	SAMN40867348	fOsmMor3.standard.alt	68327	NA	2024-04-12	8014	species	GCA_038355625	1	[""Atherina mordax""]	NA	NA	NA	Osmerus mordax	Osmerus	Osmeridae	Osmeriformes	Actinopteri	NA	NA	420089129	420089129	1522	NA	7757	NA	NA	7757	45	NA	NA	PRJNA1098709;PRJNA1099254;PRJNA489243;PRJNA533106	Contig	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1098709	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2; Illumina NovaSeq	true	false	bony fish
Glossophaga mutica	GCA_039655065.1	NA	pri	SAMN40946060	mGloMut1.hap1	77027013	169732090	2024-05-17	2994998	species	GCA_039655065	1	NA	NA	NA	NA	Glossophaga mutica	Glossophaga	Phyllostomidae	Chiroptera	Mammalia	NA	99.87	2159891327	2159883027	8	6	128	81	16	81	42	NA	NA	PRJNA1099662;PRJNA1101976;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	female	representative genome	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1099662	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Glossophaga mutica	GCA_039656995.1	NA	alt	SAMN40946060	mGloMut1.hap2	72101253	169568502	2024-05-17	2994998	species	GCA_039656995	1	NA	NA	NA	NA	Glossophaga mutica	Glossophaga	Phyllostomidae	Chiroptera	Mammalia	NA	99.85	2156622230	2156614030	10	6	116	71	16	71	42	NA	NA	PRJNA1099663;PRJNA1101976;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	female	NA	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1099663	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Amazona ochrocephala	GCA_039720435.1	NA	pri	SAMN41018448	bAmaOch1.hap1	14879228	92674118	2024-05-24	151761	species	GCA_039720435	1	[""Psittacus ochrocephalus""]	NA	NA	NA	Amazona ochrocephala	Amazona	Psittacidae	Psittaciformes	Aves	NA	91.5	1361896792	1361861092	26	6	1876	1678	34	1678	43.5	NA	NA	PRJNA1102367;PRJNA1103237;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1102367	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bird
Amazona ochrocephala	GCA_039720425.1	NA	alt	SAMN41018448	bAmaOch1.hap2	14697220	74103573	2024-05-24	151761	species	GCA_039720425	1	[""Psittacus ochrocephalus""]	NA	NA	NA	Amazona ochrocephala	Amazona	Psittacidae	Psittaciformes	Aves	NA	80.12	1356986306	1356960406	29	7	2606	2468	30	2468	44.5	NA	NA	PRJNA1102368;PRJNA1103237;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1102368	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bird
Aegotheles albertisi	GCA_039906565.1	NA	pri	SAMN41085506	bAegAlb1.hap1	9620782	46898397	2024-05-31	48277	species	GCA_039906565	1	NA	NA	NA	NA	Aegotheles albertisi	Aegotheles	Aegothelidae	Caprimulgiformes	Aves	NA	97.84	1167479976	1167392176	41	8	1030	591	39	591	42.5	NA	NA	PRJNA1104699;PRJNA1112837;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1104699	PacBio Revio HiFi; Arima Hi-C v2	true	false	bird
Aegotheles albertisi	GCA_039906465.1	NA	alt	SAMN41085506	bAegAlb1.hap2	9598869	46606928	2024-05-30	48277	species	GCA_039906465	1	NA	NA	NA	NA	Aegotheles albertisi	Aegotheles	Aegothelidae	Caprimulgiformes	Aves	NA	98	1051698180	1051629380	34	8	869	525	37	525	42.5	NA	NA	PRJNA1104700;PRJNA1112837;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1104700	PacBio Revio HiFi; Arima Hi-C v2	true	false	bird
Anaxyrus boreas	GCA_041430395.1	NA	pri	SAMN41143300	aAnaBor1.0.p	2844713	646048006	2024-08-22	30325	species	GCA_041430395	1	[""Bufo boreas""]	NA	NA	NA	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Amphibia	NA	NA	5278819005	5278529505	507	4	6808	3913	NA	3913	44	NA	NA	PRJNA1118739;PRJNA533106;PRJNA720569;PRJNA766260;PRJNA986203	Scaffold	female	representative genome	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA1118739	Illumina NovaSeq; PacBio Sequel; Dovetail OmniC	true	false	amphibian
Anaxyrus boreas	GCA_041430415.1	NA	alt	SAMN41143300	aAnaBor1.0.a	2897973	635942436	2024-08-22	30325	species	GCA_041430415	1	[""Bufo boreas""]	NA	NA	NA	Anaxyrus boreas	Anaxyrus	Bufonidae	Anura	Amphibia	NA	NA	5200656067	5200365067	505	4	5355	2445	NA	2445	44	NA	NA	PRJNA1118740;PRJNA533106;PRJNA720569;PRJNA766260;PRJNA986203	Scaffold	female	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA1118740	Illumina NovaSeq; PacBio Sequel; Dovetail OmniC	true	false	amphibian
Foetorepus agassizii	GCA_040954855.1	NA	alt	SAMN41151139	fFoeAga1_a1.1	14862479	NA	2024-07-30	1266883	species	GCA_040954855	1	[""Synchiropus agassizii""]	NA	NA	NA	Foetorepus agassizii	Foetorepus	Callionymidae	Syngnathiformes	Actinopteri	NA	NA	668941889	668941889	16	NA	231	NA	NA	231	42	NA	NA	PRJNA1084047;PRJNA1111947;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1111947	Revio	true	false	bony fish
Foetorepus agassizii	GCA_040954885.1	NA	pri	SAMN41151139	fFoeAga1_p1.1	20466301	NA	2024-08-01	1266883	species	GCA_040954885	1	[""Synchiropus agassizii""]	NA	NA	NA	Foetorepus agassizii	Foetorepus	Callionymidae	Syngnathiformes	Actinopteri	NA	NA	679200816	679200816	13	NA	217	NA	NA	217	42	NA	NA	PRJNA1084047;PRJNA1111945;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1111945	Revio	true	false	bony fish
Liparis gibbus	GCA_040955785.1	NA	pri	SAMN41151141	fLipGib1_a1.1	778627	NA	2024-07-30	255718	species	GCA_040955785	1	NA	NA	NA	NA	Liparis gibbus	Liparis	Liparidae	Perciformes	Actinopteri	NA	NA	580480166	580480166	172	NA	2227	NA	NA	2227	43.5	NA	NA	PRJNA1105412;PRJNA1118791;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118791	PacBio Revio	true	false	bony fish
Liparis gibbus	GCA_040955725.1	NA	alt	SAMN41151141	fLipGib1_p1.1	590126	NA	2024-08-01	255718	species	GCA_040955725	1	NA	NA	NA	NA	Liparis gibbus	Liparis	Liparidae	Perciformes	Actinopteri	NA	NA	677781152	677781152	243	NA	5179	NA	NA	5179	44	NA	NA	PRJNA1105412;PRJNA1118790;PRJNA533106;PRJNA813333	Contig	unknown	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118790	PacBio Revio	true	false	bony fish
Cryptacanthodes maculatus	GCA_040955065.1	NA	pri	SAMN41151144	fCryMac1_a1.1	6167623	NA	2024-07-30	1266866	species	GCA_040955065	1	NA	NA	NA	NA	Cryptacanthodes maculatus	Cryptacanthodes	Cryptacanthodidae	Perciformes	Actinopteri	NA	NA	680210108	680210108	29	NA	450	NA	NA	450	42	NA	NA	PRJNA1084049;PRJNA1118466;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118466	PacBio Revio	true	false	bony fish
Cryptacanthodes maculatus	GCA_040955035.1	NA	alt	SAMN41151144	fCryMac1_p1.1	5529297	NA	2024-07-30	1266866	species	GCA_040955035	1	NA	NA	NA	NA	Cryptacanthodes maculatus	Cryptacanthodes	Cryptacanthodidae	Perciformes	Actinopteri	NA	NA	733691138	733691138	38	NA	501	NA	NA	501	42	NA	NA	PRJNA1084049;PRJNA1118465;PRJNA533106;PRJNA813333	Contig	unknown	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118465	PacBio Revio	true	false	bony fish
Eumicrotremus spinosus	GCA_040955625.1	NA	pri	SAMN41151145	fEumSpi2_a1.1	242132	NA	2024-07-30	430040	species	GCA_040955625	1	[""Cyclopterus spinosus""]	NA	NA	NA	Eumicrotremus spinosus	Eumicrotremus	Cyclopteridae	Perciformes	Actinopteri	NA	NA	544230004	544230004	530	NA	4646	NA	NA	4646	43.5	NA	NA	PRJNA1105410;PRJNA1118827;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118827	PacBio Revio	true	false	bony fish
Eumicrotremus spinosus	GCA_040955675.1	NA	alt	SAMN41151145	fEumSpi2_p1.1	238604	NA	2024-08-01	430040	species	GCA_040955675	1	[""Cyclopterus spinosus""]	NA	NA	NA	Eumicrotremus spinosus	Eumicrotremus	Cyclopteridae	Perciformes	Actinopteri	NA	NA	618595390	618595390	586	NA	6265	NA	NA	6265	43.5	NA	NA	PRJNA1105410;PRJNA1118824;PRJNA533106;PRJNA813333	Contig	unknown	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118824	PacBio Revio	true	false	bony fish
Polymixia lowei	GCA_040436115.1	NA	pri	SAMN41151146	fPolLow1_p1.1	2287155	NA	2024-07-01	143326	species	GCA_040436115	1	NA	NA	NA	NA	Polymixia lowei	Polymixia	Polymixiidae	Polymixiiformes	Actinopteri	NA	NA	664881487	664881487	73	NA	701	NA	NA	701	43.5	NA	NA	PRJNA1105414;PRJNA1118444;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118444	PacBio Revio	true	false	bony fish
Polymixia lowei	GCA_040436095.1	NA	alt	SAMN41151146	fPolLow1_a1.1	2420911	NA	2024-07-01	143326	species	GCA_040436095	1	NA	NA	NA	NA	Polymixia lowei	Polymixia	Polymixiidae	Polymixiiformes	Actinopteri	NA	NA	658108773	658108773	75	NA	616	NA	NA	616	43.5	NA	NA	PRJNA1105414;PRJNA1118447;PRJNA533106;PRJNA813333	Contig	unknown	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1118447	PacBio Revio	true	false	bony fish
Ascaphus truei	GCA_040206685.1	NA	pri	SAMN41155128	aAscTru1.hap1	981472	424004025	2024-06-17	8439	species	GCA_040206685	1	[""Ascaphus truei truei""]	NA	NA	NA	Ascaphus truei	Ascaphus	Ascaphidae	Anura	Amphibia	NA	89.41	3722616900	3721412824	1005	4	9569	3549	23	3549	45	NA	NA	PRJNA1106995;PRJNA1108278;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1106995	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	amphibian
Ascaphus truei	GCA_040206675.1	NA	alt	SAMN41155128	aAscTru1.hap2	971055	396163443	2024-06-17	8439	species	GCA_040206675	1	[""Ascaphus truei truei""]	NA	NA	NA	Ascaphus truei	Ascaphus	Ascaphidae	Anura	Amphibia	NA	90.65	3660446095	3659241392	1018	4	8802	2779	23	2779	45	NA	NA	PRJNA1106993;PRJNA1108278;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1106993	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	amphibian
Lepisosteus oculatus	GCA_040954835.1	NA	pri	SAMN41155427	fLepOcu1.hap2	20019514	47769348	2024-08-01	7918	species	GCA_040954835	1	NA	NA	NA	NA	Lepisosteus oculatus	Lepisosteus	Lepisosteidae	Semionotiformes	Actinopteri	NA	89.09	1200589847	1200570847	20	10	911	816	29	816	40.5	NA	NA	PRJNA1106999;PRJNA1108750;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1106999	PacBio Revio HiFi; Arima Hi-C v2	true	false	bony fish
Lepisosteus oculatus	GCA_040954845.1	NA	alt	SAMN41155427	fLepOcu1.hap1	16908595	46677710	2024-08-01	7918	species	GCA_040954845	1	NA	NA	NA	NA	Lepisosteus oculatus	Lepisosteus	Lepisosteidae	Semionotiformes	Actinopteri	NA	94.06	1110649520	1110634320	20	9	907	831	29	831	40.5	NA	NA	PRJNA1106998;PRJNA1108750;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1106998	PacBio Revio HiFi; Arima Hi-C v2	true	false	bony fish
Chaetodon trifascialis	GCA_039877785.1	NA	pri	SAMN41253346	fChaTrf1.hap1	21327470	29139200	2024-05-29	109706	species	GCA_039877785	1	NA	NA	NA	NA	Chaetodon trifascialis	Chaetodon	Chaetodontidae	Chaetodontiformes	Actinopteri	NA	99.88	662489023	662479423	13	11	85	36	24	36	43	NA	NA	PRJNA1108764;PRJNA1112836;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1108764	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bony fish
Chaetodon trifascialis	GCA_039877575.1	NA	alt	SAMN41253346	fChaTrf1.hap2	18002130	28164111	2024-05-29	109706	species	GCA_039877575	1	NA	NA	NA	NA	Chaetodon trifascialis	Chaetodon	Chaetodontidae	Chaetodontiformes	Actinopteri	NA	99.58	664933391	664924891	14	11	114	71	24	71	42.5	NA	NA	PRJNA1108765;PRJNA1112836;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1108765	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bony fish
Excalfactoria chinensis	GCA_039878825.1	NA	pri	SAMN41253798	bCotChi1.hap2	7816141	86361526	2024-05-31	46218	species	GCA_039878825	1	[""Coturnix sinensis""]	NA	NA	NA	Excalfactoria chinensis	Excalfactoria	Phasianidae	Galliformes	Aves	NA	98.65	966847183	966783983	33	4	521	191	33	191	41.5	NA	NA	PRJNA1108770;PRJNA1112841;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1108770	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bird
Excalfactoria chinensis	GCA_039878515.1	NA	alt	SAMN41253798	bCotChi1.hap1	6812677	86245886	2024-05-29	46218	species	GCA_039878515	1	[""Coturnix sinensis""]	NA	NA	NA	Excalfactoria chinensis	Excalfactoria	Phasianidae	Galliformes	Aves	NA	97.91	974500481	974437281	37	4	755	424	33	424	41.5	NA	NA	PRJNA1108769;PRJNA1112841;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1108769	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bird
Pseudorca crassidens	GCA_039906525.1	NA	alt	SAMN41253811	mPseCra1.hap2	60000724	110370934	2024-05-31	82174	species	GCA_039906525	1	[""Pseudoorca crassidens""]	NA	NA	NA	Pseudorca crassidens	Pseudorca	Delphinidae	Artiodactyla	Mammalia	NA	89.43	2678530964	2654020381	14	9	549	416	21	416	42.5	NA	NA	PRJNA1108772;PRJNA1112839;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1108772	PacBio Sequel II HiFi; Bionano Genomics DLS; Dovetail Omni-C	true	false	mammal
Pseudorca crassidens	GCA_039906515.1	GCF_039906515.1	pri	SAMN41253811	mPseCra1.hap1	58817648	110095734	2024-05-31	82174	species	GCA_039906515	1	[""Pseudoorca crassidens""]	NA	NA	NA	Pseudorca crassidens	Pseudorca	Delphinidae	Artiodactyla	Mammalia	NA	94.41	2674592094	2671794102	15	9	561	438	23	438	42	NA	NA	PRJNA1108771;PRJNA1112839;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1108771	PacBio Sequel II HiFi; Bionano Genomics DLS; Dovetail Omni-C	true	false	mammal
Capra hircus	GCA_040970035.1	NA	alt	SAMN41386043	T2T-goat2.0M	102486474	109452762	2024-07-31	9925	species	GCA_040970035	1	[""Capra aegagrus hircus""]	NA	NA	NA	Capra hircus	Capra	Bovidae	Artiodactyla	Mammalia	NA	100	2805112026	2805111426	11	11	36	30	30	30	43	NA	NA	PRJNA1136440;PRJNA1140641	Chromosome	male	NA	China Agricultural University	NA	NA	NA	NA	NA	Other	PRJNA1136440	PacBio Sequel; Oxford Nanopore PromethION	true	true	mammal
Capra hircus	GCA_041053135.1	NA	pri	SAMN41386043	T2T-goat2.0P	103458567	103458567	2024-08-05	9925	species	GCA_041053135	1	[""Capra aegagrus hircus""]	NA	NA	NA	Capra hircus	Capra	Bovidae	Artiodactyla	Mammalia	NA	100	2709871256	2709870156	11	11	41	30	30	30	43.5	NA	NA	PRJNA1136438;PRJNA1140641	Chromosome	male	NA	China Agricultural University	NA	NA	NA	NA	NA	Other	PRJNA1136438	PacBio Sequel; Oxford Nanopore PromethION	true	true	mammal
Lepus timidus	GCA_040893755.1	NA	pri	SAMN41430840	mLepTim1.1_al	5114768	126936470	2024-07-26	62621	species	GCA_040893755	1	[""Lepus tanaiticus""]	NA	NA	NA	Lepus timidus	Lepus	Leporidae	Lagomorpha	Mammalia	NA	99.43	2556802277	2556664138	136	9	1454	109	23	109	44	NA	NA	PRJNA1112568;PRJNA1120070;PRJNA533106	Chromosome	NA	representative genome	University of Eastern Finland	NA	NA	NA	NA	NA	Other EBP	PRJNA1112568	PacBio Sequel; Illumina NovaSeq	true	false	mammal
Lepus timidus	GCA_040893245.2	NA	alt	SAMN41430840	mLepTim1.1_pri	4885811	125755317	2024-07-26	62621	species	GCA_040893245	2	[""Lepus tanaiticus""]	NA	NA	NA	Lepus timidus	Lepus	Leporidae	Lagomorpha	Mammalia	NA	99.59	2695287872	2695140388	157	9	1411	84	25	84	43.5	NA	NA	PRJNA1112569;PRJNA1120070;PRJNA533106	Chromosome	NA	NA	University of Eastern Finland	NA	NA	NA	NA	NA	Other EBP	PRJNA1112569	PacBio Sequel; Illumina NovaSeq	true	false	mammal
Symphurus diomedeanus	GCA_041228455.1	NA	pri	SAMN41679874	fSymDio1_p1.1	21098590	NA	2024-08-13	1266882	species	GCA_041228455	1	[""Aphoristia diomedeana""]	NA	NA	NA	Symphurus diomedeanus	Symphurus	Cynoglossidae	Pleuronectiformes	Actinopteri	NA	NA	861165660	861165660	16	NA	590	NA	NA	590	41.5	NA	NA	PRJNA1105593;PRJNA1137989;PRJNA533106;PRJNA813333	Contig	unknown	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1137989	Revio	true	false	bony fish
Symphurus diomedeanus	GCA_041228445.1	NA	alt	SAMN41679874	fSymDio1_a1.1	17411463	NA	2024-08-13	1266882	species	GCA_041228445	1	[""Aphoristia diomedeana""]	NA	NA	NA	Symphurus diomedeanus	Symphurus	Cynoglossidae	Pleuronectiformes	Actinopteri	NA	NA	683235692	683235692	14	NA	281	NA	NA	281	41.5	NA	NA	PRJNA1105593;PRJNA1137990;PRJNA533106;PRJNA813333	Contig	unknown	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1137990	Revio	true	false	bony fish
Struthio camelus	GCA_040807015.1	NA	alt	SAMN42123890	bStrCam1.hap2	28538747	74711726	2024-07-22	8801	species	GCA_040807015	1	[""Struthio camelus domesticus""]	NA	NA	NA	Struthio camelus	Struthio	Struthionidae	Struthioniformes	Aves	NA	91.48	1383056266	1383039866	15	5	332	250	39	250	45.5	NA	NA	PRJNA1129092;PRJNA1135236;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1129092	PacBio Revio HiFi; Arima Hi-C v2	true	false	bird
Struthio camelus	GCA_040807025.1	NA	pri	SAMN42123890	bStrCam1.hap1	28829471	84633522	2024-07-22	8801	species	GCA_040807025	1	[""Struthio camelus domesticus""]	NA	NA	NA	Struthio camelus	Struthio	Struthionidae	Struthioniformes	Aves	NA	97.78	1452018929	1451995729	14	6	378	262	41	262	44.5	NA	NA	PRJNA1129091;PRJNA1135236;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1129091	PacBio Revio HiFi; Arima Hi-C v2	true	false	bird
